BN,TN,startTR,startTRReal,startTimeReal,planTime,execTime,feedbackTime,iti,expectedDigit1,expectedDigit2,expectedDigit3,expectedDigit4,expectedDigit5,pressedDigit1,pressedDigit2,pressedDigit3,pressedDigit4,pressedDigit5,reactionTime1,reactionTime2,reactionTime3,reactionTime4,reactionTime5,Movement Time,numCorrectDigits,rewThresh1,rewThresh2,QuartetType,Unnamed: 29,SN,SID,PosInQuartet,Quartet,correct,ipi1,ipi2,ipi3,ipi4
1,1,0,6,5000,0,5000,1000,500,1,2,1,2,3,0.0,1.0,0.0,1.0,2.0,900.0,1225.0,1510.0,1910.0,2545.0,2785.0,5,3000.0,4500.0,3,,0,102,1,AAAA,True,325.0,285.0,400.0,635.0
1,2,0,10,9310,0,5000,1000,500,1,2,1,2,3,0.0,1.0,0.0,1.0,2.0,730.0,2015.0,2395.0,2705.0,2920.0,3100.0,5,3000.0,4500.0,3,,0,102,2,AAAA,True,1285.0,380.0,310.0,215.0
1,3,0,14,13936,0,5000,1000,500,1,2,1,2,3,0.0,1.0,0.0,1.0,2.0,455.0,700.0,930.0,1175.0,1370.0,1555.0,5,3000.0,4500.0,3,,0,102,3,AAAA,True,245.0,230.0,245.0,195.0
1,4,0,18,17015,0,5000,1000,500,1,2,1,2,3,0.0,1.0,1.0,1.0,2.0,390.0,610.0,990.0,1775.0,2020.0,5000.0,4,3000.0,4500.0,3,,0,102,4,AAAA,False,220.0,380.0,785.0,245.0
1,5,0,21,20766,0,5000,1000,500,1,2,2,1,5,0.0,1.0,1.0,0.0,4.0,425.0,775.0,1060.0,1325.0,1910.0,2145.0,5,3000.0,4500.0,2,,0,102,1,AARA,True,350.0,285.0,265.0,585.0
1,6,0,25,24435,0,5000,1000,500,1,2,2,1,5,0.0,1.0,1.0,0.0,4.0,545.0,780.0,1110.0,1390.0,2140.0,2450.0,5,3000.0,4500.0,2,,0,102,2,AARA,True,235.0,330.0,280.0,750.0
1,7,0,29,28410,0,5000,1000,500,4,1,4,4,3,3.0,0.0,3.0,3.0,2.0,970.0,1210.0,1455.0,1730.0,1985.0,2155.0,5,3000.0,4500.0,2,,0,102,3,AARA,True,240.0,245.0,275.0,255.0
1,8,0,33,32090,0,5000,1000,500,1,2,2,1,5,0.0,1.0,0.0,0.0,4.0,585.0,815.0,1035.0,1795.0,2200.0,5000.0,4,3000.0,4500.0,2,,0,102,4,AARA,False,230.0,220.0,760.0,405.0
1,9,0,37,36020,0,5000,1000,500,5,2,4,3,4,4.0,1.0,3.0,2.0,3.0,770.0,1535.0,1890.0,2265.0,2600.0,2775.0,5,3000.0,4500.0,1,,0,102,1,AAMA,True,765.0,355.0,375.0,335.0
1,10,0,41,40320,0,5000,1000,500,5,2,4,3,4,4.0,1.0,3.0,2.0,3.0,700.0,970.0,1225.0,1505.0,1820.0,2035.0,5,3000.0,4500.0,1,,0,102,2,AAMA,True,270.0,255.0,280.0,315.0
1,11,0,44,43880,0,5000,1000,500,5,2,2,3,4,4.0,1.0,1.0,2.0,3.0,740.0,1000.0,1305.0,1580.0,1780.0,1970.0,5,3000.0,4500.0,1,,0,102,3,AAMA,True,260.0,305.0,275.0,200.0
1,12,0,48,47375,0,5000,1000,500,5,2,4,3,4,4.0,1.0,3.0,2.0,3.0,550.0,1215.0,1595.0,1915.0,2500.0,2725.0,5,3000.0,4500.0,1,,0,102,4,AAMA,True,665.0,380.0,320.0,585.0
1,13,0,52,51630,0,5000,1000,500,1,4,5,3,4,0.0,3.0,4.0,2.0,3.0,705.0,1000.0,1300.0,1590.0,1820.0,1965.0,5,3000.0,4500.0,3,,0,102,1,AAAA,True,295.0,300.0,290.0,230.0
1,14,0,56,55125,0,5000,1000,500,1,4,5,3,4,0.0,3.0,4.0,2.0,3.0,570.0,850.0,1130.0,1415.0,1580.0,1705.0,5,3000.0,4500.0,3,,0,102,2,AAAA,True,280.0,280.0,285.0,165.0
1,15,0,59,58355,0,5000,1000,500,1,4,5,3,4,0.0,3.0,4.0,2.0,3.0,550.0,840.0,1145.0,1450.0,1595.0,1700.0,5,3000.0,4500.0,3,,0,102,3,AAAA,True,290.0,305.0,305.0,145.0
1,16,0,62,61580,0,5000,1000,500,1,4,5,3,4,0.0,3.0,4.0,2.0,3.0,360.0,585.0,870.0,1090.0,1670.0,1865.0,5,3000.0,4500.0,3,,0,102,4,AAAA,True,225.0,285.0,220.0,580.0
1,17,0,65,64970,0,5000,1000,500,1,5,4,1,5,0.0,4.0,3.0,0.0,4.0,450.0,700.0,960.0,1255.0,1515.0,1700.0,5,3000.0,4500.0,3,,0,102,1,AAAA,True,250.0,260.0,295.0,260.0
1,18,0,69,68195,0,5000,1000,500,1,5,4,1,5,0.0,4.0,3.0,0.0,4.0,390.0,640.0,1060.0,1590.0,1845.0,2035.0,5,3000.0,4500.0,3,,0,102,2,AAAA,True,250.0,420.0,530.0,255.0
1,19,0,72,71755,0,5000,1000,500,1,5,4,1,5,0.0,4.0,3.0,0.0,4.0,400.0,615.0,930.0,1335.0,1575.0,1770.0,5,3000.0,4500.0,3,,0,102,3,AAAA,True,215.0,315.0,405.0,240.0
1,20,0,76,75050,0,5000,1000,500,1,5,4,1,5,0.0,4.0,3.0,0.0,4.0,400.0,645.0,935.0,1170.0,1375.0,1585.0,5,3000.0,4500.0,3,,0,102,4,AAAA,True,245.0,290.0,235.0,205.0
1,21,0,79,78160,0,5000,1000,500,1,4,1,5,1,0.0,3.0,0.0,4.0,0.0,380.0,635.0,875.0,1135.0,1410.0,1605.0,5,3000.0,4500.0,1,,0,102,1,AAMA,True,255.0,240.0,260.0,275.0
1,22,0,82,81290,0,5000,1000,500,1,4,1,5,1,0.0,3.0,0.0,4.0,0.0,410.0,815.0,1535.0,1860.0,2085.0,2265.0,5,3000.0,4500.0,1,,0,102,2,AAMA,True,405.0,720.0,325.0,225.0
1,23,0,86,85080,0,5000,1000,500,1,4,4,5,1,0.0,3.0,3.0,4.0,0.0,420.0,660.0,930.0,1120.0,1360.0,1540.0,5,3000.0,4500.0,1,,0,102,3,AAMA,True,240.0,270.0,190.0,240.0
1,24,0,89,88145,0,5000,1000,500,1,4,1,5,1,0.0,3.0,0.0,4.0,0.0,385.0,615.0,855.0,1080.0,1290.0,1425.0,5,3000.0,4500.0,1,,0,102,4,AAMA,True,230.0,240.0,225.0,210.0
1,25,0,92,91095,0,5000,1000,500,3,2,3,4,4,2.0,1.0,2.0,3.0,3.0,670.0,925.0,1180.0,1405.0,1635.0,1830.0,5,3000.0,4500.0,2,,0,102,1,AARA,True,255.0,255.0,225.0,230.0
1,26,0,95,94450,0,5000,1000,500,3,2,3,4,4,2.0,1.0,2.0,3.0,3.0,430.0,650.0,925.0,1135.0,1320.0,1360.0,5,3000.0,4500.0,2,,0,102,2,AARA,True,220.0,275.0,210.0,185.0
1,27,0,98,97335,0,5000,1000,500,4,2,1,4,1,3.0,1.0,3.0,3.0,0.0,680.0,880.0,1315.0,1945.0,2135.0,5000.0,4,3000.0,4500.0,2,,0,102,3,AARA,False,200.0,435.0,630.0,190.0
1,28,0,102,101130,0,5000,1000,500,3,2,3,4,4,2.0,2.0,2.0,4.0,3.0,635.0,1095.0,1875.0,2275.0,2935.0,5000.0,3,3000.0,4500.0,2,,0,102,4,AARA,False,460.0,780.0,400.0,660.0
1,29,0,106,105700,0,5000,1000,500,3,4,5,5,1,3.0,3.0,4.0,4.0,0.0,790.0,1665.0,1940.0,2360.0,2665.0,5000.0,4,3000.0,4500.0,1,,0,102,1,AAMA,False,875.0,275.0,420.0,305.0
1,30,0,111,110075,0,5000,1000,500,3,4,5,5,1,2.0,3.0,4.0,4.0,0.0,970.0,1240.0,1535.0,1905.0,2115.0,2235.0,5,3000.0,4500.0,1,,0,102,2,AAMA,True,270.0,295.0,370.0,210.0
1,31,0,114,113835,0,5000,1000,500,3,4,4,5,1,2.0,3.0,3.0,4.0,0.0,760.0,1000.0,1250.0,1460.0,1660.0,1765.0,5,3000.0,4500.0,1,,0,102,3,AAMA,True,240.0,250.0,210.0,200.0
1,32,0,118,117125,0,5000,1000,500,3,4,5,5,1,2.0,3.0,4.0,4.0,0.0,565.0,840.0,1085.0,1310.0,1490.0,1580.0,5,3000.0,4500.0,1,,0,102,4,AAMA,True,275.0,245.0,225.0,180.0
1,33,0,121,120235,0,5000,1000,500,4,5,1,5,4,3.0,4.0,0.0,4.0,3.0,615.0,835.0,1110.0,1375.0,1645.0,1790.0,5,3000.0,4500.0,2,,0,102,1,AARA,True,220.0,275.0,265.0,270.0
1,34,0,124,123550,0,5000,1000,500,4,5,1,5,4,3.0,4.0,0.0,3.0,3.0,500.0,725.0,920.0,1145.0,1710.0,5000.0,4,3000.0,4500.0,2,,0,102,2,AARA,False,225.0,195.0,225.0,565.0
1,35,0,127,126910,0,5000,1000,500,5,1,2,4,4,4.0,0.0,1.0,3.0,3.0,610.0,920.0,1300.0,1505.0,1695.0,1760.0,5,3000.0,4500.0,2,,0,102,3,AARA,True,310.0,380.0,205.0,190.0
1,36,0,131,130200,0,5000,1000,500,4,5,1,5,4,3.0,4.0,0.0,4.0,3.0,690.0,925.0,1165.0,1440.0,1710.0,1825.0,5,3000.0,4500.0,2,,0,102,4,AARA,True,235.0,240.0,275.0,270.0
1,37,0,134,133550,0,5000,1000,500,1,5,3,2,1,0.0,4.0,2.0,1.0,0.0,615.0,885.0,1365.0,1640.0,1855.0,1960.0,5,3000.0,4500.0,2,,0,102,1,AARA,True,270.0,480.0,275.0,215.0
1,38,0,138,137035,0,5000,1000,500,1,5,3,2,1,0.0,4.0,2.0,1.0,0.0,555.0,800.0,1075.0,1240.0,1845.0,1980.0,5,3000.0,4500.0,2,,0,102,2,AARA,True,245.0,275.0,165.0,605.0
1,39,0,141,140540,0,5000,1000,500,1,1,1,5,4,0.0,0.0,0.0,4.0,3.0,545.0,1065.0,1515.0,1875.0,2175.0,2320.0,5,3000.0,4500.0,2,,0,102,3,AARA,True,520.0,450.0,360.0,300.0
1,40,0,145,144385,0,5000,1000,500,1,5,3,2,1,0.0,4.0,2.0,1.0,0.0,545.0,790.0,1120.0,1385.0,1565.0,1675.0,5,3000.0,4500.0,2,,0,102,4,AARA,True,245.0,330.0,265.0,180.0
1,41,0,148,147585,0,5000,1000,500,1,3,1,2,4,0.0,2.0,0.0,1.0,3.0,525.0,775.0,1030.0,1230.0,1510.0,1665.0,5,3000.0,4500.0,3,,0,102,1,AAAA,True,250.0,255.0,200.0,280.0
1,42,0,151,150775,0,5000,1000,500,1,3,1,2,4,0.0,2.0,0.0,1.0,3.0,475.0,730.0,1155.0,1360.0,1570.0,1710.0,5,3000.0,4500.0,3,,0,102,2,AAAA,True,255.0,425.0,205.0,210.0
1,43,0,155,154015,0,5000,1000,500,1,3,1,2,4,0.0,2.0,0.0,1.0,3.0,420.0,650.0,920.0,1175.0,1430.0,1570.0,5,3000.0,4500.0,3,,0,102,3,AAAA,True,230.0,270.0,255.0,255.0
1,44,0,158,157110,0,5000,1000,500,1,3,1,2,4,0.0,2.0,0.0,1.0,3.0,490.0,775.0,1040.0,1275.0,1460.0,1600.0,5,3000.0,4500.0,3,,0,102,4,AAAA,True,285.0,265.0,235.0,185.0
1,45,0,161,160235,0,5000,1000,500,5,3,3,4,2,4.0,2.0,2.0,3.0,1.0,640.0,940.0,1220.0,1470.0,1670.0,1805.0,5,3000.0,4500.0,1,,0,102,1,AAMA,True,300.0,280.0,250.0,200.0
1,46,0,164,163565,0,5000,1000,500,5,3,3,4,2,4.0,2.0,2.0,3.0,1.0,745.0,1020.0,1250.0,1475.0,1700.0,1800.0,5,3000.0,4500.0,1,,0,102,2,AAMA,True,275.0,230.0,225.0,225.0
1,47,0,167,166890,0,5000,1000,500,5,3,4,4,2,4.0,2.0,3.0,3.0,1.0,680.0,930.0,1170.0,1430.0,1645.0,1775.0,5,3000.0,4500.0,1,,0,102,3,AAMA,True,250.0,240.0,260.0,215.0
1,48,0,171,170195,0,5000,1000,500,5,3,3,4,2,4.0,2.0,2.0,3.0,1.0,805.0,1115.0,1350.0,1590.0,1775.0,1885.0,5,3000.0,4500.0,1,,0,102,4,AAMA,True,310.0,235.0,240.0,185.0
1,49,0,174,173610,0,5000,1000,500,3,5,5,4,3,2.0,4.0,4.0,3.0,2.0,715.0,970.0,1230.0,1470.0,1785.0,1895.0,5,3000.0,4500.0,3,,0,102,1,AAAA,True,255.0,260.0,240.0,315.0
1,50,0,178,177030,0,5000,1000,500,3,5,5,4,3,2.0,4.0,4.0,3.0,2.0,565.0,810.0,1075.0,1305.0,1655.0,1760.0,5,3000.0,4500.0,3,,0,102,2,AAAA,True,245.0,265.0,230.0,350.0
1,51,0,181,180315,0,5000,1000,500,3,5,5,4,3,2.0,4.0,4.0,3.0,2.0,530.0,765.0,1005.0,1285.0,1475.0,1550.0,5,3000.0,4500.0,3,,0,102,3,AAAA,True,235.0,240.0,280.0,190.0
1,52,0,184,183395,0,5000,1000,500,3,5,5,4,3,2.0,4.0,4.0,3.0,2.0,405.0,600.0,815.0,1010.0,1210.0,1280.0,5,3000.0,4500.0,3,,0,102,4,AAAA,True,195.0,215.0,195.0,200.0
1,53,0,187,186200,0,5000,1000,500,3,4,4,1,5,2.0,3.0,3.0,0.0,4.0,565.0,740.0,950.0,1225.0,1425.0,1555.0,5,3000.0,4500.0,3,,0,102,1,AAAA,True,175.0,210.0,275.0,200.0
1,54,0,190,189285,0,5000,1000,500,3,4,4,1,5,2.0,3.0,3.0,0.0,4.0,575.0,800.0,970.0,1200.0,1310.0,1435.0,5,3000.0,4500.0,3,,0,102,2,AAAA,True,225.0,170.0,230.0,110.0
1,55,0,193,192250,0,5000,1000,500,3,4,4,1,5,2.0,3.0,3.0,0.0,4.0,450.0,660.0,835.0,990.0,1160.0,1290.0,5,3000.0,4500.0,3,,0,102,3,AAAA,True,210.0,175.0,155.0,170.0
1,56,0,196,195065,0,5000,1000,500,3,4,4,1,5,2.0,3.0,3.0,0.0,4.0,500.0,725.0,925.0,1130.0,1280.0,1415.0,5,3000.0,4500.0,3,,0,102,4,AAAA,True,225.0,200.0,205.0,150.0
1,57,0,199,198005,0,5000,1000,500,2,1,3,1,1,1.0,0.0,3.0,0.0,0.0,680.0,885.0,1110.0,1890.0,2055.0,5000.0,4,3000.0,4500.0,2,,0,102,1,AARA,False,205.0,225.0,780.0,165.0
1,58,0,202,201655,0,5000,1000,500,2,1,3,1,1,1.0,0.0,2.0,0.0,0.0,885.0,1090.0,1340.0,1595.0,1815.0,1915.0,5,3000.0,4500.0,2,,0,102,2,AARA,True,205.0,250.0,255.0,220.0
1,59,0,206,205095,0,5000,1000,500,3,1,5,1,5,2.0,0.0,4.0,0.0,4.0,710.0,930.0,1170.0,1405.0,1600.0,1735.0,5,3000.0,4500.0,2,,0,102,3,AARA,True,220.0,240.0,235.0,195.0
1,60,0,209,208355,0,5000,1000,500,2,1,3,1,1,1.0,0.0,2.0,0.0,0.0,585.0,830.0,1050.0,1395.0,1630.0,1755.0,5,3000.0,4500.0,2,,0,102,4,AARA,True,245.0,220.0,345.0,235.0
1,61,0,212,211635,0,5000,1000,500,2,3,5,4,5,1.0,2.0,4.0,3.0,4.0,670.0,910.0,1175.0,1445.0,1660.0,1815.0,5,3000.0,4500.0,1,,0,102,1,AAMA,True,240.0,265.0,270.0,215.0
1,62,0,215,214975,0,5000,1000,500,2,3,5,4,5,1.0,2.0,4.0,3.0,4.0,470.0,710.0,920.0,1150.0,1320.0,1450.0,5,3000.0,4500.0,1,,0,102,2,AAMA,True,240.0,210.0,230.0,170.0
1,63,0,218,217950,0,5000,1000,500,2,3,3,4,5,1.0,2.0,2.0,3.0,4.0,605.0,845.0,1085.0,1310.0,1505.0,1645.0,5,3000.0,4500.0,1,,0,102,3,AAMA,True,240.0,240.0,225.0,195.0
1,64,0,222,221120,0,5000,1000,500,2,3,5,4,5,1.0,2.0,4.0,3.0,4.0,535.0,765.0,1030.0,1275.0,1445.0,1575.0,5,3000.0,4500.0,1,,0,102,4,AAMA,True,230.0,265.0,245.0,170.0
1,65,0,225,224220,0,5000,1000,500,5,2,1,5,3,4.0,1.0,0.0,4.0,3.0,615.0,825.0,1060.0,1275.0,1490.0,5000.0,4,3000.0,4500.0,1,,0,102,1,AAMA,False,210.0,235.0,215.0,215.0
1,66,0,228,227360,0,5000,1000,500,5,2,1,5,3,2.0,1.0,0.0,4.0,2.0,610.0,850.0,1925.0,2220.0,2540.0,5000.0,4,3000.0,4500.0,1,,0,102,2,AAMA,False,240.0,1075.0,295.0,320.0
1,67,0,232,231565,0,5000,1000,500,5,2,3,5,3,4.0,1.0,3.0,4.0,2.0,765.0,980.0,1300.0,2060.0,2375.0,5000.0,4,3000.0,4500.0,1,,0,102,3,AAMA,False,215.0,320.0,760.0,315.0
1,68,0,236,235615,0,5000,1000,500,5,2,1,5,3,4.0,1.0,0.0,4.0,2.0,630.0,840.0,1095.0,1320.0,1510.0,1625.0,5,3000.0,4500.0,1,,0,102,4,AAMA,True,210.0,255.0,225.0,190.0
1,69,0,239,238765,0,5000,1000,500,3,3,1,4,3,2.0,2.0,0.0,3.0,2.0,730.0,955.0,1180.0,1420.0,1610.0,1700.0,5,3000.0,4500.0,2,,0,102,1,AARA,True,225.0,225.0,240.0,190.0
1,70,0,242,241995,0,5000,1000,500,3,3,1,4,3,2.0,2.0,0.0,3.0,2.0,570.0,785.0,1055.0,1365.0,1555.0,1650.0,5,3000.0,4500.0,2,,0,102,2,AARA,True,215.0,270.0,310.0,190.0
1,71,0,246,245170,0,5000,1000,500,3,4,4,3,2,2.0,3.0,3.0,2.0,1.0,630.0,945.0,1175.0,1415.0,1640.0,1765.0,5,3000.0,4500.0,2,,0,102,3,AARA,True,315.0,230.0,240.0,225.0
1,72,0,249,248460,0,5000,1000,500,3,3,1,4,3,2.0,2.0,0.0,3.0,2.0,710.0,910.0,1170.0,1410.0,1675.0,1785.0,5,3000.0,4500.0,2,,0,102,4,AARA,True,200.0,260.0,240.0,265.0
2,1,0,6,5000,0,5000,1000,500,3,3,3,1,3,2.0,2.0,2.0,0.0,2.0,740.0,940.0,1165.0,1370.0,1530.0,1645.0,5,1635.0,2195.0,2,,0,102,1,AARA,True,200.0,225.0,205.0,160.0
2,2,0,9,8170,0,5000,1000,500,3,3,3,1,3,2.0,2.0,2.0,0.0,2.0,540.0,720.0,880.0,1030.0,1160.0,1260.0,5,1635.0,2195.0,2,,0,102,2,AARA,True,180.0,160.0,150.0,130.0
2,3,0,11,10960,0,5000,1000,500,3,4,4,5,1,2.0,3.0,3.0,4.0,0.0,595.0,800.0,1015.0,1165.0,1480.0,1590.0,5,1635.0,2195.0,2,,0,102,3,AARA,True,205.0,215.0,150.0,315.0
2,4,0,15,14075,0,5000,1000,500,3,3,3,1,3,2.0,2.0,2.0,0.0,2.0,520.0,680.0,870.0,1015.0,1150.0,1255.0,5,1635.0,2195.0,2,,0,102,4,AARA,True,160.0,190.0,145.0,135.0
2,5,0,17,16855,0,5000,1000,500,3,4,3,1,2,2.0,3.0,2.0,0.0,1.0,580.0,780.0,975.0,1290.0,1415.0,1515.0,5,1635.0,2195.0,1,,0,102,1,AAMA,True,200.0,195.0,315.0,125.0
2,6,0,20,19895,0,5000,1000,500,3,4,3,1,2,2.0,3.0,2.0,1.0,1.0,715.0,855.0,1090.0,1385.0,1830.0,5000.0,4,1635.0,2195.0,1,,0,102,2,AAMA,False,140.0,235.0,295.0,445.0
2,7,0,24,23370,0,5000,1000,500,3,4,4,1,2,2.0,3.0,3.0,0.0,1.0,635.0,905.0,1135.0,1345.0,1465.0,1605.0,5,1635.0,2195.0,1,,0,102,3,AAMA,True,270.0,230.0,210.0,120.0
2,8,0,27,26500,0,5000,1000,500,3,4,3,1,2,2.0,3.0,2.0,0.0,1.0,520.0,735.0,910.0,1100.0,1685.0,1850.0,5,1635.0,2195.0,1,,0,102,4,AAMA,True,215.0,175.0,190.0,585.0
2,9,0,30,29876,0,5000,1000,500,5,2,4,5,3,4.0,1.0,3.0,2.0,2.0,675.0,930.0,1140.0,1365.0,1825.0,5000.0,4,1635.0,2195.0,2,,0,102,1,AARA,False,255.0,210.0,225.0,460.0
2,10,0,34,33340,0,5000,1000,500,5,2,4,5,3,4.0,1.0,3.0,4.0,2.0,630.0,825.0,1045.0,1255.0,1545.0,1685.0,5,1635.0,2195.0,2,,0,102,2,AARA,True,195.0,220.0,210.0,290.0
2,11,0,37,36555,0,5000,1000,500,2,3,3,5,5,1.0,2.0,2.0,4.0,4.0,635.0,825.0,1020.0,1210.0,1380.0,1480.0,5,1635.0,2195.0,2,,0,102,3,AARA,True,190.0,195.0,190.0,170.0
2,12,0,40,39565,0,5000,1000,500,5,2,4,5,3,4.0,1.0,3.0,4.0,2.0,680.0,890.0,1145.0,1360.0,1555.0,1675.0,5,1635.0,2195.0,2,,0,102,4,AARA,True,210.0,255.0,215.0,195.0
2,13,0,43,42765,0,5000,1000,500,3,4,5,2,5,2.0,3.0,4.0,1.0,4.0,690.0,895.0,1115.0,1325.0,1510.0,1645.0,5,1635.0,2195.0,3,,0,102,1,AAAA,True,205.0,220.0,210.0,185.0
2,14,0,46,45935,0,5000,1000,500,3,4,5,2,5,2.0,3.0,4.0,1.0,4.0,515.0,720.0,910.0,1115.0,1285.0,1425.0,5,1635.0,2195.0,3,,0,102,2,AAAA,True,205.0,190.0,205.0,170.0
2,15,0,49,48885,0,5000,1000,500,3,4,5,2,5,2.0,3.0,4.0,1.0,4.0,490.0,685.0,885.0,1085.0,1250.0,1385.0,5,1635.0,2195.0,3,,0,102,3,AAAA,True,195.0,200.0,200.0,165.0
2,16,0,52,51795,0,5000,1000,500,3,4,5,2,5,2.0,3.0,4.0,1.0,3.0,550.0,750.0,940.0,1150.0,1300.0,5000.0,4,1635.0,2195.0,3,,0,102,4,AAAA,False,200.0,190.0,210.0,150.0
2,17,0,55,54975,0,5000,1000,500,2,5,3,5,4,1.0,4.0,2.0,4.0,3.0,1480.0,1695.0,1975.0,2175.0,2435.0,2580.0,5,1635.0,2195.0,3,,0,102,1,AAAA,True,215.0,280.0,200.0,260.0
2,18,0,60,59090,0,5000,1000,500,2,5,3,5,4,1.0,4.0,2.0,4.0,3.0,610.0,800.0,1035.0,1615.0,1815.0,1940.0,5,1635.0,2195.0,3,,0,102,2,AAAA,True,190.0,235.0,580.0,200.0
2,19,0,63,62556,0,5000,1000,500,2,5,3,5,4,1.0,4.0,2.0,4.0,3.0,545.0,750.0,1015.0,1340.0,1505.0,1655.0,5,1635.0,2195.0,3,,0,102,3,AAAA,True,205.0,265.0,325.0,165.0
2,20,0,66,65735,0,5000,1000,500,2,5,3,5,4,1.0,4.0,2.0,4.0,3.0,450.0,625.0,855.0,1065.0,1665.0,1840.0,5,1635.0,2195.0,3,,0,102,4,AAAA,True,175.0,230.0,210.0,600.0
2,21,0,70,69101,0,5000,1000,500,2,1,4,3,5,1.0,1.0,0.0,2.0,4.0,670.0,680.0,900.0,1815.0,2155.0,5000.0,3,1635.0,2195.0,2,,0,102,1,AARA,False,10.0,220.0,915.0,340.0
2,22,0,73,72975,0,5000,1000,500,2,1,4,3,5,1.0,0.0,3.0,2.0,4.0,640.0,885.0,1295.0,1625.0,2175.0,2345.0,5,1635.0,2195.0,2,,0,102,2,AARA,True,245.0,410.0,330.0,550.0
2,23,0,77,76845,0,5000,1000,500,3,5,1,4,5,2.0,4.0,0.0,3.0,4.0,615.0,835.0,1095.0,1475.0,2005.0,2180.0,5,1635.0,2195.0,2,,0,102,3,AARA,True,220.0,260.0,380.0,530.0
2,24,0,81,80550,0,5000,1000,500,2,1,4,3,5,1.0,0.0,3.0,2.0,4.0,660.0,1040.0,1340.0,1650.0,1775.0,1925.0,5,1635.0,2195.0,2,,0,102,4,AARA,True,380.0,300.0,310.0,125.0
2,25,0,85,84005,0,5000,1000,500,1,5,2,2,5,0.0,4.0,1.0,1.0,4.0,600.0,800.0,1030.0,1230.0,1365.0,1505.0,5,1635.0,2195.0,3,,0,102,1,AAAA,True,200.0,230.0,200.0,135.0
2,26,0,88,87041,0,5000,1000,500,1,5,2,2,5,0.0,4.0,1.0,1.0,4.0,500.0,700.0,955.0,1140.0,1300.0,1425.0,5,1635.0,2195.0,3,,0,102,2,AAAA,True,200.0,255.0,185.0,160.0
2,27,0,90,89990,0,5000,1000,500,1,5,2,2,5,0.0,4.0,1.0,1.0,4.0,410.0,630.0,825.0,1015.0,1165.0,1285.0,5,1635.0,2195.0,3,,0,102,3,AAAA,True,220.0,195.0,190.0,150.0
2,28,0,93,92800,0,5000,1000,500,1,5,2,2,5,0.0,4.0,1.0,1.0,4.0,495.0,690.0,890.0,1070.0,1200.0,1300.0,5,1635.0,2195.0,3,,0,102,4,AAAA,True,195.0,200.0,180.0,130.0
2,29,0,96,95630,0,5000,1000,500,3,5,3,3,3,2.0,4.0,2.0,2.0,2.0,605.0,820.0,1035.0,1225.0,1405.0,1505.0,5,1635.0,2195.0,3,,0,102,1,AAAA,True,215.0,215.0,190.0,180.0
2,30,0,99,98661,0,5000,1000,500,3,5,3,3,3,2.0,4.0,2.0,2.0,2.0,465.0,630.0,820.0,995.0,1150.0,1260.0,5,1635.0,2195.0,3,,0,102,2,AAAA,True,165.0,190.0,175.0,155.0
2,31,0,102,101445,0,5000,1000,500,3,5,3,3,3,2.0,4.0,2.0,2.0,2.0,460.0,655.0,845.0,1020.0,1190.0,1290.0,5,1635.0,2195.0,3,,0,102,3,AAAA,True,195.0,190.0,175.0,170.0
2,32,0,105,104260,0,5000,1000,500,3,5,3,3,3,2.0,4.0,2.0,2.0,2.0,425.0,615.0,795.0,970.0,1135.0,1245.0,5,1635.0,2195.0,3,,0,102,4,AAAA,True,190.0,180.0,175.0,165.0
2,33,0,108,107030,0,5000,1000,500,3,1,4,1,1,2.0,1.0,3.0,0.0,0.0,490.0,715.0,1455.0,1915.0,2160.0,5000.0,4,1635.0,2195.0,2,,0,102,1,AARA,False,225.0,740.0,460.0,245.0
2,34,0,111,110830,0,5000,1000,500,3,1,4,1,1,2.0,0.0,3.0,0.0,0.0,635.0,845.0,1100.0,1300.0,1485.0,1555.0,5,1635.0,2195.0,2,,0,102,2,AARA,True,210.0,255.0,200.0,185.0
2,35,0,114,113910,0,5000,1000,500,1,3,2,2,2,0.0,2.0,1.0,1.0,1.0,720.0,920.0,1105.0,1285.0,1460.0,1570.0,5,1635.0,2195.0,2,,0,102,3,AARA,True,200.0,185.0,180.0,175.0
2,36,0,118,117005,0,5000,1000,500,3,1,4,1,1,2.0,0.0,3.0,0.0,0.0,750.0,940.0,1430.0,1625.0,1815.0,1875.0,5,1635.0,2195.0,2,,0,102,4,AARA,True,190.0,490.0,195.0,190.0
2,37,0,121,120405,0,5000,1000,500,3,5,1,1,2,2.0,4.0,0.0,0.0,1.0,610.0,790.0,975.0,1180.0,1325.0,1440.0,5,1635.0,2195.0,3,,0,102,1,AAAA,True,180.0,185.0,205.0,145.0
2,38,0,124,123370,0,5000,1000,500,3,5,1,1,2,2.0,4.0,0.0,0.0,1.0,490.0,650.0,845.0,1035.0,1200.0,1295.0,5,1635.0,2195.0,3,,0,102,2,AAAA,True,160.0,195.0,190.0,165.0
2,39,0,127,126190,0,5000,1000,500,3,5,1,1,2,2.0,4.0,0.0,0.0,1.0,420.0,605.0,795.0,980.0,1125.0,1225.0,5,1635.0,2195.0,3,,0,102,3,AAAA,True,185.0,190.0,185.0,145.0
2,40,0,129,128940,0,5000,1000,500,3,5,1,1,2,2.0,4.0,0.0,0.0,1.0,375.0,555.0,755.0,945.0,1095.0,1215.0,5,1635.0,2195.0,3,,0,102,4,AAAA,True,180.0,200.0,190.0,150.0
